,z,y,x,price,table,depth,carat,-
47783,3.18,5.2,5.18,1897.0,56.0,61.3,0.52,47784.0
47784,3.19,5.2,5.16,1897.0,57.0,61.6,0.52,47785.0
47785,3.36,5.46,5.41,1897.0,56.0,61.8,0.6,47786.0
47786,3.17,5.11,5.08,1897.0,56.0,62.2,0.5,47787.0
47787,3.41,5.69,5.64,1897.0,61.0,60.2,0.67,47788.0
47788,3.17,5.21,5.27,1897.0,56.0,60.5,0.52,47789.0
47789,3.01,5.04,5.0,1898.0,59.0,60.0,0.46,47790.0
47790,3.51,5.69,5.66,1898.0,58.0,61.9,0.71,47791.0
47791,3.29,5.39,5.4,1899.0,58.0,60.9,0.58,47792.0
47792,3.45,5.63,5.59,1899.0,63.0,61.5,0.7,47793.0
47793,3.58,5.65,5.62,1899.0,59.0,63.5,0.7,47794.0
47794,3.58,5.76,5.72,1899.0,54.0,62.4,0.71,47795.0
47795,3.3,5.48,5.43,1899.0,56.0,60.6,0.58,47796.0
47796,3.32,5.35,5.32,1899.0,55.0,62.2,0.58,47797.0
47797,3.26,5.39,5.36,1899.0,56.8,60.8,0.57,47798.0
47798,3.33,5.37,5.34,1899.0,55.0,62.2,0.58,47799.0
47799,3.11,5.17,5.15,1899.0,58.0,60.3,0.51,47800.0
47800,3.53,5.78,5.73,1901.0,56.0,61.3,0.71,47801.0
47801,3.23,5.24,5.28,1901.0,55.0,61.4,0.55,47802.0
47802,3.91,6.1,6.33,1901.0,58.0,62.9,0.99,47803.0
47803,3.49,5.53,5.58,1901.0,57.0,62.8,0.66,47804.0
47804,3.55,5.78,5.87,1901.0,56.0,60.9,0.72,47805.0
47805,3.36,5.57,5.62,1901.0,60.0,60.1,0.64,47806.0
47806,3.34,5.38,5.32,1902.0,58.0,62.6,0.57,47807.0
47807,3.35,5.32,5.28,1902.0,56.0,63.2,0.57,47808.0
47808,3.57,5.72,5.68,1902.0,54.0,62.6,0.71,47809.0
47809,3.52,5.7,5.61,1902.0,58.0,62.2,0.71,47810.0
47810,3.53,5.74,5.67,1902.0,54.0,61.9,0.71,47811.0
47811,3.17,5.19,5.16,1902.0,56.0,61.3,0.51,47812.0
47812,3.37,5.77,5.82,1902.0,64.0,58.2,0.71,47813.0
47813,3.24,5.28,5.25,1902.0,56.7,61.5,0.55,47814.0
47814,3.57,5.78,5.74,1902.0,56.0,62.0,0.73,47815.0
47815,3.4,5.23,5.19,1902.0,56.2,65.2,0.57,47816.0
47816,3.43,5.88,5.91,1902.0,60.0,58.2,0.71,47817.0
47817,3.3,5.36,5.32,1903.0,57.0,61.8,0.58,47818.0
47818,3.19,5.09,5.05,1904.0,55.0,62.9,0.5,47819.0
47819,3.2,5.33,5.29,1904.0,54.0,60.3,0.53,47820.0
47820,3.47,5.73,5.66,1904.0,58.0,60.9,0.7,47821.0
47821,3.52,5.81,5.76,1904.0,59.0,60.8,0.72,47822.0
47822,3.36,5.48,5.46,1904.0,56.0,61.4,0.61,47823.0
47823,3.39,5.51,5.49,1904.0,55.0,61.6,0.61,47824.0
47824,3.16,5.23,5.26,1904.0,58.0,60.2,0.53,47825.0
47825,3.51,5.97,6.01,1904.0,59.0,58.4,0.76,47826.0
47826,3.28,5.28,5.25,1905.0,54.0,62.3,0.55,47827.0
47827,3.21,5.2,5.14,1905.0,55.0,62.1,0.51,47828.0
47828,3.46,5.91,5.99,1905.0,59.0,58.2,0.73,47829.0
47829,3.39,5.5,5.53,1905.0,59.0,61.5,0.63,47830.0
47830,3.23,5.44,5.4,1906.0,59.0,59.6,0.58,47831.0
47831,3.21,5.34,5.4,1906.0,60.0,59.8,0.57,47832.0
47832,3.2,5.16,5.13,1906.0,56.0,62.2,0.52,47833.0
47833,3.22,5.15,5.12,1906.0,55.0,62.7,0.52,47834.0
47834,3.22,5.18,5.15,1906.0,56.0,62.3,0.52,47835.0
47835,3.2,5.07,5.03,1906.0,64.0,63.4,0.51,47836.0
47836,3.49,5.45,5.43,1906.0,55.3,64.1,0.64,47837.0
47837,3.49,5.65,5.61,1907.0,59.0,62.0,0.7,47838.0
47838,3.14,5.32,5.25,1907.0,59.0,59.4,0.53,47839.0
47839,3.61,5.72,5.67,1907.0,56.0,63.4,0.72,47840.0
47840,3.17,5.27,5.3,1908.0,57.0,60.0,0.53,47841.0
47841,2.93,4.81,4.78,1908.0,56.0,61.1,0.4,47842.0
47842,3.45,5.63,5.59,1908.0,55.0,61.5,0.65,47843.0
47843,3.23,5.17,5.22,1908.0,55.0,62.2,0.53,47844.0
47844,3.24,5.18,5.22,1908.0,55.0,62.3,0.53,47845.0
47845,3.22,5.2,5.22,1908.0,56.0,61.8,0.53,47846.0
47846,3.21,5.15,5.2,1908.0,55.0,62.0,0.53,47847.0
47847,3.22,5.16,5.21,1908.0,57.0,62.1,0.53,47848.0
47848,3.1,5.26,5.33,1908.0,61.0,58.5,0.53,47849.0
47849,3.27,5.25,5.19,1909.0,59.0,62.6,0.53,47850.0
47850,3.68,5.84,5.79,1909.0,57.0,63.3,0.77,47851.0
47851,3.61,5.86,5.82,1909.0,59.0,61.8,0.77,47852.0
47852,3.56,5.58,5.61,1909.0,59.0,63.6,0.72,47853.0
47853,3.15,5.1,5.16,1909.0,57.0,61.4,0.5,47854.0
47854,3.13,5.19,5.23,1909.0,57.0,60.1,0.51,47855.0
47855,3.66,5.81,5.88,1909.0,56.0,62.6,0.78,47856.0
47856,3.4,5.66,5.72,1909.0,59.0,59.8,0.68,47857.0
47857,3.62,5.72,5.76,1909.0,58.0,63.1,0.74,47858.0
47858,3.15,5.23,5.26,1909.0,57.0,60.1,0.52,47859.0
47859,3.49,5.67,5.7,1910.0,57.0,61.4,0.67,47860.0
47860,3.5,5.52,5.47,1910.0,54.0,63.7,0.64,47861.0
47861,3.26,5.33,5.28,1910.0,58.0,61.5,0.56,47862.0
47862,3.39,5.72,5.74,1910.0,61.0,59.2,0.67,47863.0
47863,3.26,5.43,5.38,1910.0,61.2,60.4,0.59,47864.0
47864,3.21,5.22,5.19,1911.0,55.0,61.7,0.52,47865.0
47865,3.15,5.16,5.14,1911.0,59.0,61.2,0.52,47866.0
47866,3.15,5.21,5.16,1911.0,57.0,60.8,0.52,47867.0
47867,3.19,5.19,5.14,1911.0,57.0,61.8,0.52,47868.0
47868,3.14,5.26,5.24,1911.0,57.0,59.8,0.52,47869.0
47869,3.2,5.17,5.14,1911.0,56.0,62.1,0.52,47870.0
47870,3.23,5.19,5.17,1911.0,55.0,62.4,0.52,47871.0
47871,3.18,5.16,5.14,1911.0,56.0,61.7,0.52,47872.0
47872,3.18,5.24,5.18,1911.0,56.0,61.0,0.52,47873.0
47873,3.19,5.2,5.18,1911.0,56.0,61.5,0.52,47874.0
47874,3.19,5.16,5.14,1911.0,55.0,61.9,0.52,47875.0
47875,3.18,5.16,5.13,1911.0,59.0,61.8,0.52,47876.0
47876,3.2,5.17,5.13,1911.0,57.0,62.1,0.52,47877.0
47877,3.16,5.2,5.15,1911.0,59.0,61.1,0.52,47878.0
47878,3.2,5.16,5.12,1911.0,55.0,62.3,0.52,47879.0
47879,3.31,5.41,5.36,1911.0,55.0,61.5,0.58,47880.0
47880,3.32,5.39,5.35,1911.0,55.0,61.8,0.58,47881.0
47881,3.31,5.47,5.53,1911.0,57.0,60.2,0.61,47882.0
47882,3.34,5.44,5.4,1912.0,56.0,61.6,0.6,47883.0
47883,3.23,5.41,5.37,1912.0,60.0,59.9,0.56,47884.0
47884,3.12,5.16,5.12,1912.0,57.0,60.7,0.5,47885.0
47885,3.53,5.85,5.79,1912.0,62.6,60.6,0.74,47886.0
47886,3.32,5.43,5.46,1912.0,57.0,61.0,0.59,47887.0
47887,3.36,5.38,5.41,1912.0,54.0,62.3,0.59,47888.0
47888,3.33,5.37,5.4,1912.0,56.0,61.8,0.59,47889.0
47889,3.17,5.24,5.18,1913.0,56.0,60.9,0.52,47890.0
47890,3.59,5.81,5.74,1913.0,59.0,62.2,0.74,47891.0
47891,3.24,5.24,5.28,1913.0,55.0,61.6,0.54,47892.0
47892,3.24,5.23,5.24,1913.0,55.0,61.9,0.54,47893.0
47893,3.23,5.21,5.26,1913.0,55.0,61.7,0.54,47894.0
47894,3.23,5.43,5.4,1914.0,58.0,59.6,0.57,47895.0
47895,3.13,5.05,5.02,1914.0,55.0,62.3,0.48,47896.0
47896,3.53,5.69,5.67,1914.0,59.9,62.2,0.72,47897.0
47897,3.22,5.3,5.25,1914.0,56.0,61.2,0.54,47898.0
47898,3.22,5.28,5.25,1914.0,56.0,61.2,0.54,47899.0
47899,3.23,5.26,5.23,1914.0,57.0,61.7,0.54,47900.0
47900,3.68,5.75,5.73,1914.0,59.0,64.1,0.76,47901.0
47901,3.17,5.18,5.25,1914.0,58.0,60.8,0.53,47902.0
47902,3.29,5.44,5.48,1914.0,57.0,60.2,0.59,47903.0
47903,3.31,5.31,5.28,1914.0,57.0,62.5,0.57,47904.0
47904,3.21,5.2,5.13,1914.0,57.0,62.1,0.52,47905.0
47905,3.24,5.16,5.19,1914.0,56.0,62.6,0.53,47906.0
47906,3.25,5.19,5.21,1914.0,54.0,62.5,0.53,47907.0
47907,3.43,5.65,5.69,1914.0,60.0,60.5,0.67,47908.0
47908,3.26,5.36,5.39,1914.0,63.0,60.7,0.58,47909.0
47909,3.5,5.64,5.69,1914.0,62.0,61.8,0.7,47910.0
47910,3.3,5.26,5.29,1915.0,56.0,62.6,0.57,47911.0
47911,3.19,5.58,5.54,1915.0,63.0,57.4,0.59,47912.0
47912,3.27,5.32,5.28,1915.0,56.0,61.7,0.56,47913.0
47913,3.59,5.62,5.59,1915.0,55.0,64.0,0.7,47914.0
47914,3.14,5.41,5.38,1915.0,60.0,58.2,0.56,47915.0
47915,3.1,5.11,5.08,1915.0,59.0,60.8,0.5,47916.0
47916,3.28,5.33,5.3,1915.0,56.0,61.7,0.56,47917.0
47917,3.27,5.32,5.28,1915.0,54.0,61.7,0.56,47918.0
47918,3.26,5.26,5.38,1915.0,58.0,61.3,0.57,47919.0
47919,3.61,5.55,5.59,1915.0,58.0,68.4,0.7,47920.0
47920,3.58,5.86,5.91,1915.0,59.0,60.9,0.76,47921.0
47921,3.36,5.34,5.37,1915.0,58.0,62.7,0.6,47922.0
47922,3.2,5.26,5.31,1915.0,59.0,60.5,0.56,47923.0
47923,3.29,5.27,5.31,1915.0,55.0,62.2,0.56,47924.0
47924,3.24,5.33,5.36,1915.0,56.0,60.6,0.56,47925.0
47925,3.28,5.22,5.3,1915.0,58.0,62.4,0.56,47926.0
47926,3.23,5.26,5.3,1915.0,60.0,61.2,0.56,47927.0
47927,3.29,5.29,5.34,1915.0,55.0,61.9,0.56,47928.0
47928,3.25,5.32,5.35,1915.0,56.0,60.9,0.56,47929.0
47929,3.23,5.31,5.34,1915.0,57.0,60.7,0.56,47930.0
47930,3.28,5.27,5.32,1915.0,56.0,61.9,0.56,47931.0
47931,3.28,5.27,5.34,1915.0,59.0,61.8,0.56,47932.0
47932,3.25,5.28,5.31,1915.0,61.0,61.4,0.56,47933.0
47933,3.27,5.28,5.31,1915.0,56.0,61.8,0.56,47934.0
47934,3.28,5.28,5.35,1915.0,54.0,61.7,0.56,47935.0
47935,3.27,5.25,5.31,1915.0,55.0,61.9,0.56,47936.0
47936,3.3,5.26,5.29,1915.0,57.0,62.6,0.56,47937.0
47937,3.25,5.27,5.3,1915.0,57.0,61.5,0.56,47938.0
47938,3.28,5.27,5.3,1915.0,57.0,62.1,0.56,47939.0
47939,3.3,5.48,5.53,1915.0,61.0,59.9,0.6,47940.0
47940,2.85,4.72,4.74,1915.0,56.0,60.3,0.38,47941.0
47941,3.27,5.3,5.23,1916.0,54.0,62.2,0.55,47942.0
47942,3.19,5.13,5.1,1916.0,56.0,62.4,0.51,47943.0
47943,3.34,5.4,5.35,1916.0,55.0,62.1,0.59,47944.0
47944,3.25,5.3,5.26,1916.0,55.0,61.6,0.55,47945.0
47945,3.3,5.41,5.39,1916.0,58.0,61.1,0.59,47946.0
47946,3.59,5.67,5.63,1917.0,58.0,63.5,0.71,47947.0
47947,3.66,5.94,5.98,1917.0,60.0,61.4,0.81,47948.0
47948,3.22,5.24,5.22,1917.0,55.0,61.5,0.53,47949.0
47949,2.66,4.41,4.39,1917.0,57.0,60.5,0.31,47950.0
47950,3.23,5.0,4.97,1917.0,58.0,64.8,0.5,47951.0
47951,3.56,5.63,5.71,1917.0,61.0,62.8,0.71,47952.0
47952,3.47,5.72,5.78,1917.0,58.0,60.3,0.71,47953.0
47953,3.91,6.07,6.29,1917.0,66.0,62.9,0.96,47954.0
47954,3.38,5.72,5.69,1918.0,58.0,59.2,0.66,47955.0
47955,3.55,5.68,5.64,1918.0,56.0,62.7,0.7,47956.0
47956,3.36,5.79,5.75,1918.0,60.0,58.2,0.68,47957.0
47957,3.24,5.28,5.26,1918.0,56.0,61.5,0.55,47958.0
47958,3.26,5.38,5.34,1918.0,59.0,60.8,0.57,47959.0
47959,3.49,5.78,5.73,1919.0,57.0,60.6,0.7,47960.0
47960,3.2,5.2,5.14,1919.0,53.0,61.9,0.51,47961.0
47961,3.21,5.14,5.1,1919.0,54.0,62.7,0.51,47962.0
47962,3.26,5.37,5.34,1919.0,56.0,60.8,0.57,47963.0
47963,3.17,5.16,5.2,1919.0,58.0,61.2,0.52,47964.0
47964,3.2,5.16,5.2,1919.0,57.0,61.8,0.52,47965.0
47965,3.17,5.22,5.25,1919.0,56.0,60.6,0.52,47966.0
47966,3.19,5.15,5.2,1919.0,55.0,61.6,0.52,47967.0
47967,3.19,5.16,5.18,1919.0,56.0,61.7,0.52,47968.0
47968,3.2,5.16,5.19,1919.0,55.0,61.8,0.52,47969.0
47969,3.2,5.16,5.19,1919.0,55.0,61.8,0.52,47970.0
47970,2.66,4.17,4.14,532.0,56.0,64.0,0.28,47971.0
47971,2.54,4.16,4.12,532.0,55.0,61.4,0.26,47972.0
47972,2.68,4.32,4.29,532.0,53.7,62.3,0.3,47973.0
47973,2.69,4.33,4.29,532.0,53.6,62.5,0.3,47974.0
47974,2.68,4.35,4.29,532.0,54.0,62.2,0.3,47975.0
47975,2.9,4.69,4.65,532.0,54.0,62.1,0.38,47976.0
47976,2.64,4.28,4.25,532.0,55.0,61.9,0.29,47977.0
47977,2.9,4.69,4.66,532.0,55.0,62.0,0.38,47978.0
47978,2.8,4.62,4.6,532.0,60.0,60.7,0.37,47979.0
47979,2.74,4.42,4.4,532.0,54.0,62.1,0.32,47980.0
47980,2.72,4.44,4.4,532.0,55.0,61.5,0.32,47981.0
47981,2.75,4.49,4.46,532.0,55.0,61.5,0.33,47982.0
47982,2.62,4.1,4.05,532.0,55.0,64.3,0.26,47983.0
47983,2.66,4.31,4.27,533.0,56.0,62.1,0.3,47984.0
47984,2.67,4.32,4.28,533.0,55.0,62.0,0.3,47985.0
47985,2.38,4.12,4.09,533.0,60.0,58.0,0.24,47986.0
47986,2.47,4.06,4.03,533.0,61.0,61.1,0.25,47987.0
47987,2.53,3.99,3.94,533.0,54.0,63.8,0.25,47988.0
47988,2.75,4.44,4.39,533.0,55.0,62.3,0.32,47989.0
47989,2.75,4.4,4.37,533.0,57.0,62.7,0.32,47990.0
47990,2.77,4.4,4.37,533.0,55.0,63.2,0.32,47991.0
47991,2.71,4.44,4.41,533.0,59.0,61.2,0.32,47992.0
47992,2.66,4.5,4.47,533.0,58.0,59.3,0.32,47993.0
47993,2.75,4.44,4.4,533.0,55.0,62.2,0.32,47994.0
47994,2.73,4.41,4.37,533.0,56.0,62.2,0.32,47995.0
47995,2.66,4.45,4.42,533.0,59.0,60.0,0.32,47996.0
47996,2.8,4.71,4.67,533.0,56.0,59.7,0.37,47997.0
47997,2.88,4.58,4.54,533.0,57.0,63.2,0.37,47998.0
47998,2.72,4.37,4.34,533.0,53.0,62.5,0.31,47999.0
47999,2.65,4.39,4.35,533.0,59.0,60.6,0.31,48000.0
48000,3.18,5.15,5.19,1919.0,56.0,61.5,0.52,48001.0
48001,3.17,5.15,5.2,1919.0,56.0,61.3,0.52,48002.0
48002,3.22,5.14,5.19,1919.0,54.0,62.3,0.52,48003.0
48003,3.19,5.15,5.17,1919.0,56.0,61.8,0.52,48004.0
48004,3.23,5.14,5.17,1919.0,53.0,62.7,0.52,48005.0
48005,3.21,5.12,5.14,1919.0,55.0,62.6,0.52,48006.0
48006,3.2,5.13,5.16,1919.0,56.0,62.2,0.52,48007.0
48007,3.19,5.14,5.17,1919.0,57.0,61.9,0.52,48008.0
48008,3.2,5.11,5.16,1919.0,56.0,62.3,0.52,48009.0
48009,3.21,5.11,5.14,1919.0,56.0,62.6,0.52,48010.0
48010,3.25,5.27,5.23,1920.0,56.0,62.0,0.54,48011.0
48011,3.2,5.13,5.1,1920.0,56.0,62.6,0.51,48012.0
48012,3.23,5.23,5.19,1920.0,54.0,62.0,0.53,48013.0
48013,3.27,5.27,5.22,1920.0,63.0,62.3,0.56,48014.0
48014,3.35,5.74,5.77,1920.0,66.0,58.2,0.7,48015.0
48015,3.1,5.13,5.15,1920.0,58.0,60.3,0.5,48016.0
48016,3.39,5.33,5.45,1921.0,60.0,62.9,0.63,48017.0
48017,3.18,5.12,5.09,1921.0,55.0,62.3,0.5,48018.0
48018,3.4,5.52,5.57,1921.0,58.0,61.3,0.63,48019.0
48019,3.53,5.67,5.71,1922.0,52.0,62.0,0.72,48020.0
48020,3.44,5.85,5.81,1922.0,61.0,59.0,0.71,48021.0
48021,3.54,5.57,5.63,1922.0,55.0,63.2,0.7,48022.0
48022,3.19,5.22,5.18,1922.0,57.0,61.3,0.53,48023.0
48023,3.16,5.23,5.12,1922.0,56.0,61.1,0.5,48024.0
48024,3.6,5.63,5.57,1922.0,56.0,64.3,0.7,48025.0
48025,3.48,5.79,5.7,1922.0,61.0,60.6,0.71,48026.0
48026,3.48,5.7,5.66,1922.0,63.0,61.3,0.71,48027.0
48027,3.26,5.34,5.37,1922.0,57.0,61.0,0.57,48028.0
48028,3.52,5.99,5.93,1923.0,58.0,59.1,0.74,48029.0
48029,3.49,5.86,5.83,1923.0,60.0,59.7,0.71,48030.0
48030,3.63,5.84,5.81,1923.0,57.0,62.3,0.75,48031.0
48031,3.12,5.03,5.14,1923.0,61.0,61.4,0.5,48032.0
48032,3.15,5.17,5.15,1923.0,56.0,61.0,0.5,48033.0
48033,3.15,5.13,5.09,1923.0,57.0,61.6,0.5,48034.0
48034,3.27,5.62,5.54,1923.0,60.0,58.6,0.6,48035.0
48035,3.28,5.33,5.3,1924.0,56.0,61.7,0.56,48036.0
48036,3.23,5.36,5.33,1924.0,56.0,60.4,0.56,48037.0
48037,3.01,4.94,4.91,1924.0,56.0,61.1,0.44,48038.0
48038,3.43,5.63,5.59,1924.0,61.0,61.2,0.68,48039.0
48039,3.54,6.01,6.03,1924.0,62.0,58.8,0.79,48040.0
48040,3.14,5.24,5.2,1925.0,58.0,60.2,0.51,48041.0
48041,3.24,5.08,5.06,1925.0,57.0,63.9,0.51,48042.0
48042,3.19,5.13,5.09,1925.0,58.0,62.4,0.51,48043.0
48043,3.25,5.3,5.25,1925.0,56.0,61.6,0.55,48044.0
48044,3.55,5.57,5.63,1926.0,58.0,63.3,0.7,48045.0
48045,3.19,5.17,5.14,1926.0,55.0,61.9,0.51,48046.0
48046,3.48,5.8,5.73,1926.0,63.0,60.4,0.71,48047.0
48047,3.37,5.46,5.48,1926.0,62.0,61.6,0.64,48048.0
48048,3.11,5.04,4.99,1926.0,55.0,62.0,0.48,48049.0
48049,3.57,5.81,5.77,1926.0,55.0,61.7,0.72,48050.0
48050,3.46,5.74,5.71,1926.0,56.0,60.4,0.7,48051.0
48051,3.25,5.3,5.2,1927.0,55.0,61.9,0.54,48052.0
48052,3.38,5.47,5.44,1927.0,55.0,62.0,0.61,48053.0
48053,3.5,5.78,5.75,1927.0,60.0,60.7,0.72,48054.0
48054,3.34,5.5,5.48,1927.0,59.0,60.8,0.62,48055.0
48055,3.58,5.76,5.79,1927.0,57.0,62.0,0.73,48056.0
48056,3.48,5.91,5.94,1927.0,58.0,58.7,0.73,48057.0
48057,3.23,5.3,5.28,1928.0,58.0,61.1,0.55,48058.0
48058,3.24,5.29,5.28,1928.0,60.0,61.3,0.55,48059.0
48059,3.24,5.28,5.25,1928.0,56.0,61.5,0.55,48060.0
48060,3.25,5.31,5.27,1928.0,57.0,61.4,0.55,48061.0
48061,3.28,5.29,5.24,1928.0,55.0,62.3,0.55,48062.0
48062,3.26,5.29,5.26,1928.0,54.0,61.8,0.55,48063.0
48063,3.22,5.25,5.22,1928.0,57.0,61.5,0.53,48064.0
48064,3.16,5.14,5.17,1928.0,58.0,61.3,0.51,48065.0
48065,3.17,5.1,5.15,1928.0,58.0,61.9,0.51,48066.0
48066,3.52,5.64,5.67,1928.0,57.0,62.1,0.7,48067.0
48067,3.06,5.26,5.29,1928.0,60.0,58.0,0.51,48068.0
48068,3.26,5.33,5.32,1929.0,58.0,61.2,0.56,48069.0
48069,3.24,5.35,5.3,1929.0,57.0,60.8,0.56,48070.0
48070,3.23,5.4,5.37,1929.0,56.0,60.0,0.56,48071.0
48071,3.31,5.38,5.33,1929.0,55.0,61.8,0.57,48072.0
48072,3.58,5.67,5.75,1929.0,56.0,62.7,0.72,48073.0
48073,3.28,5.26,5.28,1929.0,56.0,62.2,0.56,48074.0
48074,3.59,5.56,5.68,1929.0,59.0,63.9,0.7,48075.0
48075,3.53,5.69,5.65,1930.0,57.0,62.3,0.71,48076.0
48076,3.29,5.28,5.23,1930.0,58.0,62.6,0.56,48077.0
48077,3.25,5.32,5.29,1930.0,55.0,61.3,0.56,48078.0
48078,3.34,5.48,5.46,1930.0,55.0,61.1,0.6,48079.0
48079,3.3,5.28,5.25,1931.0,60.0,62.7,0.56,48080.0
48080,3.36,5.43,5.38,1931.0,55.0,62.2,0.6,48081.0
48081,3.16,5.33,5.38,1931.0,58.0,59.0,0.55,48082.0
48082,3.57,5.77,5.82,1931.0,59.0,61.6,0.74,48083.0
48083,3.48,5.9,5.86,1932.0,58.0,59.2,0.71,48084.0
48084,3.19,5.28,5.25,1932.0,56.0,60.6,0.53,48085.0
48085,3.54,5.75,5.69,1932.0,55.0,61.9,0.71,48086.0
48086,3.11,5.12,5.08,1932.0,58.2,61.1,0.5,48087.0
48087,3.44,5.39,5.49,1932.0,60.0,63.2,0.63,48088.0
48088,3.36,5.63,5.59,1932.0,59.0,59.9,0.63,48089.0
48089,3.19,5.13,5.15,1932.0,57.0,62.1,0.52,48090.0
48090,3.84,6.32,6.39,1932.0,61.0,60.4,1.0,48091.0
48091,3.8,6.43,6.54,1932.0,57.0,58.7,0.98,48092.0
48092,4.14,6.11,6.17,1932.0,60.0,67.3,0.98,48093.0
48093,3.33,5.58,5.55,1933.0,58.0,59.8,0.62,48094.0
48094,3.16,5.19,5.17,1933.0,57.0,61.0,0.51,48095.0
48095,3.15,5.22,5.2,1933.0,57.0,60.4,0.51,48096.0
48096,3.17,5.16,5.12,1933.0,56.0,61.6,0.51,48097.0
48097,3.25,5.47,5.38,1934.0,57.0,59.9,0.57,48098.0
48098,3.14,5.05,5.03,1934.0,55.0,62.3,0.49,48099.0
48099,3.39,5.51,5.49,1934.0,55.0,61.6,0.62,48100.0
48100,3.6,5.59,5.64,1935.0,56.0,64.1,0.7,48101.0
48101,3.17,5.09,5.13,1935.0,56.0,62.0,0.5,48102.0
48102,3.08,5.15,5.18,1935.0,60.0,59.6,0.5,48103.0
48103,3.14,5.1,5.13,1935.0,57.0,61.4,0.5,48104.0
48104,3.15,5.1,5.13,1935.0,60.0,61.6,0.5,48105.0
48105,3.11,5.1,5.14,1935.0,57.0,60.7,0.5,48106.0
48106,3.12,5.11,5.13,1935.0,61.0,60.9,0.5,48107.0
48107,3.11,5.13,5.15,1935.0,55.0,60.5,0.5,48108.0
48108,3.15,5.05,5.09,1935.0,55.0,62.1,0.5,48109.0
48109,3.16,5.05,5.09,1935.0,56.0,62.3,0.5,48110.0
48110,3.11,5.09,5.12,1935.0,59.0,60.9,0.5,48111.0
48111,3.13,5.1,5.13,1935.0,56.0,61.2,0.5,48112.0
48112,3.19,5.04,5.11,1935.0,57.0,62.9,0.5,48113.0
48113,3.15,4.99,5.04,1935.0,57.0,62.8,0.5,48114.0
48114,3.25,5.33,5.42,1935.0,59.0,60.5,0.56,48115.0
48115,3.2,5.18,5.15,1936.0,54.4,61.9,0.52,48116.0
48116,3.48,5.66,5.63,1936.0,55.0,61.6,0.66,48117.0
48117,3.21,5.29,5.27,1937.0,56.0,60.9,0.54,48118.0
48118,3.16,5.12,5.09,1937.0,55.0,61.9,0.5,48119.0
48119,3.55,5.68,5.66,1937.0,56.0,62.6,0.7,48120.0
48120,3.53,5.79,5.75,1938.0,56.0,61.1,0.71,48121.0
48121,3.22,5.23,5.21,1938.0,65.0,61.7,0.56,48122.0
48122,3.08,5.1,5.06,1939.0,66.0,60.6,0.5,48123.0
48123,3.3,5.23,5.21,1939.0,56.0,63.2,0.54,48124.0
48124,3.23,5.25,5.17,1939.0,56.0,62.0,0.54,48125.0
48125,3.19,5.32,5.26,1939.0,58.0,60.3,0.54,48126.0
48126,3.23,5.35,5.24,1939.0,56.0,61.0,0.54,48127.0
48127,3.44,5.49,5.46,1939.0,57.0,62.8,0.63,48128.0
48128,3.21,5.3,5.26,1939.0,55.0,60.8,0.53,48129.0
48129,3.22,5.23,5.29,1939.0,56.0,61.2,0.54,48130.0
48130,3.92,5.99,6.05,1939.0,58.0,65.1,0.9,48131.0
48131,3.65,6.33,6.38,1939.0,63.0,57.4,0.9,48132.0
48132,3.82,6.12,6.16,1939.0,53.0,62.3,0.9,48133.0
48133,3.82,6.07,6.09,1939.0,61.0,62.8,0.9,48134.0
48134,3.28,5.56,5.48,1940.0,57.8,59.5,0.6,48135.0
48135,3.13,5.07,5.15,1940.0,57.0,61.3,0.5,48136.0
48136,3.46,5.81,5.75,1940.0,59.0,59.9,0.7,48137.0
48137,3.49,5.77,5.7,1940.0,58.0,60.9,0.7,48138.0
48138,3.51,5.68,5.63,1940.0,57.0,62.1,0.7,48139.0
48139,3.27,5.28,5.33,1940.0,55.0,61.6,0.55,48140.0
48140,3.06,5.14,5.26,1940.0,60.0,58.8,0.49,48141.0
48141,3.54,5.78,5.75,1940.0,56.0,61.4,0.71,48142.0
48142,3.25,5.55,5.52,1940.0,60.7,58.8,0.6,48143.0
48143,3.63,5.82,5.87,1940.0,62.0,62.1,0.77,48144.0
48144,3.54,5.59,5.62,1940.0,61.0,63.2,0.7,48145.0
48145,3.5,5.65,5.71,1940.0,56.0,61.6,0.7,48146.0
48146,3.5,5.7,5.73,1940.0,60.0,61.2,0.7,48147.0
48147,3.24,5.14,5.25,1940.0,61.0,62.4,0.53,48148.0
48148,3.28,5.24,5.2,1941.0,56.0,62.8,0.55,48149.0
48149,3.21,5.2,5.18,1941.0,58.0,61.8,0.53,48150.0
48150,3.53,5.77,5.67,1941.0,58.0,61.7,0.72,48151.0
48151,3.28,5.33,5.3,1941.0,55.0,61.7,0.56,48152.0
48152,3.26,5.32,5.3,1941.0,56.0,61.4,0.56,48153.0
48153,3.3,5.49,5.47,1941.0,59.0,60.2,0.59,48154.0
48154,3.28,5.47,5.43,1941.0,61.0,60.2,0.59,48155.0
48155,3.24,5.25,5.21,1941.0,56.0,62.0,0.54,48156.0
48156,3.35,5.35,5.31,1942.0,56.0,62.9,0.57,48157.0
48157,3.6,5.68,5.65,1942.0,58.0,63.5,0.72,48158.0
48158,3.38,5.35,5.46,1942.0,53.0,62.5,0.59,48159.0
48159,3.49,5.72,5.71,1942.0,61.0,61.1,0.71,48160.0
48160,3.17,5.03,5.08,1942.0,56.0,62.7,0.5,48161.0
